_r ( arcsec ),MAIN_ID,OTYPE,RA ( "h:m:s" ),DEC ( "d:m:s" ),COO_ERR_MAJA ( mas ),COO_ERR_MINA ( mas ),COO_ERR_ANGLE ( deg ),PMRA ( mas.yr-1 ),PMDEC ( mas.yr-1 ),B ( mag ),V ( mag ),R ( mag ),J ( mag ),H ( mag ),K ( mag ),SP_TYPE,GALDIM_MAJAXIS ( arcmin ),GALDIM_MINAXIS ( arcmin ),GALDIM_ANGLE ( deg ),BIBLIST,RAdeg ( deg ),DEdeg ( deg )
159.4665,2MASS J00235701-7202185,AGB*,00 23 57.02714,-72 02 18.4498,0.03,0.02,90,5.358,-2.497,,,,11.145,10.59,10.445,,,,,1,5.987613,-72.038458
159.5413,Cl* NGC  104    TUC    1673,Star,00 24 19.940,-72 07 17.89,70,60,0,,,,,,13.54,13.06,12.96,,,,,1,6.083083,-72.121636
159.5579,CXOGlb J002428.9-720256,X,00 24 28.958,-72 02 56.68,74,60,90,,,,,,,,,,,,,1,6.120658,-72.049078
160.0097,[GHE2001] W227,PM*,00 24 18.70747,-72 02 25.5524,0.097,0.079,90,86.406,-27.033,,,,11.715,11.154,11.036,,,,,1,6.077948,-72.040431
160.1528,OGLE SMC-ECL- 6249,EB*,00 24 37.52,-72 03 53.2,230,230,90,,,,17.023,,,,,,,,,2,6.156333,-72.064778
160.2677,Cl* NGC  104    TUC    1205,Star,00 23 32.350,-72 05 43.17,,,,,,15.21,,,,,,,,,,1,5.884792,-72.095325
160.289,GES J00234276-7206550,Star,00 23 42.7600,-72 06 55.000,,,,,,,,,,,,,,,,1,5.928167,-72.115278
160.397,Cl* NGC  104    TUC    1427,Star,00 23 52.517,-72 02 24.18,,,,,,,,,,,,,,,,1,5.968821,-72.04005
160.8447,Cl* NGC  104    TUC    1262,Star,00 23 36.860,-72 06 25.92,70,60,0,,,14.83,,,13.11,12.64,12.54,,,,,1,5.903583,-72.1072
160.9717,CXOGlb J002425.8-720703,X,00 24 25.83,-72 07 03.6,70,60,4,,,,,,13.823,13.246,13.187,,,,,1,6.107625,-72.117667
161.2642,Cl* NGC  104    TUC    1298,Star,00 23 39.67086,-72 03 03.9799,0.035,0.03,90,4.568,-3.074,15.02,,,12.52,12.14,12.07,,,,,1,5.915295,-72.051106
161.3584,Cl* NGC  104    TUC    1204,Star,00 23 32.265,-72 05 45.44,,,,,,,,,,,,,,,,1,5.884437,-72.095956
161.4539,Cl* NGC  104    TUC    1767,Star,00 24 29.24608,-72 06 51.2526,0.033,0.024,90,5.883,-2.405,15.23,,,12.546,12.048,12.021,,,,,2,6.121859,-72.114237
161.9564,[GLS2013] 47 Tuc  79955,HB*,00 24 33.99970,-72 06 26.9226,0.025,0.021,90,4.274,-2.538,,,,,,,,,,,1,6.141665,-72.107479
162.3505,CXOGlb J002432.6-720311,X,00 24 32.688,-72 03 11.09,170,130,0,,,,,,,,,,,,,1,6.1362,-72.053081
162.6132,2MASS J00242508-7207080,RGB*,00 24 25.07175,-72 07 08.0464,0.078,0.061,90,4.717,-2.182,15.35,14.438,,12.61,12.05,12,,,,,3,6.104466,-72.118902
162.6684,CXOGlb J002352.2-720723,X,00 23 51.81,-72 07 23.4,130,110,2,,,,,,15.062,14.779,,,,,,1,5.965875,-72.123167
163.1025,Cl* NGC  104    TUC    1649,Star,00 24 17.700,-72 07 26.06,,,,,,14.78,,,,,,,,,,1,6.07375,-72.123906
163.137,Cl* NGC  104    TUC    1881,Star,00 24 39.249,-72 04 06.99,,,,,,15.09,,,,,,,,,,1,6.163538,-72.068608
163.1807,Cl* NGC  104    TUC    1650,Star,00 24 17.702,-72 07 26.14,,,,,,14.78,,,,,,,,,,1,6.073758,-72.123928
164.2121,CXOGlb J002348.9-720719,X,00 23 48.966,-72 07 18.99,181,140,90,,,,,,,,,,,,,1,5.954025,-72.121942
164.2535,Cl* NGC  104    TUC    1716,Star,00 24 24.735,-72 07 11.04,,,,,,14.35,,,,,,,,,,1,6.103063,-72.119733
164.6318,Cl* NGC  104    TUC    1904,Star,00 24 40.825,-72 05 11.13,,,,,,16.09,,,,,,,,,,1,6.170104,-72.086425
164.6789,2MASS J00243004-7202544,RGB*,00 24 30.04657,-72 02 54.3916,0.058,0.049,90,4.812,-2.47,15.427,14.496,,12.72,12.15,12.04,,,,,3,6.125194,-72.048442
164.8403,CXOGlb J002426.9-720241,X,00 24 26.899,-72 02 41.78,240,162,0,,,,,,,,,,,,,1,6.112079,-72.044939
164.9587,CXOGlb J002420.4-720722,X,00 24 20.493,-72 07 22.68,167,160,89,,,,,,,,,,,,,1,6.085388,-72.122967
165.3578,Cl* NGC  104    TUC    1194,Star,00 23 30.82335,-72 05 37.4465,0.02,0.019,90,5.44,-3.118,14.54,,,12.42,12.12,12,,,,,1,5.878431,-72.093735
165.4202,[GLS2013] 47 Tuc  77278,HB*,00 24 23.73826,-72 07 15.2731,0.027,0.025,90,5.522,-2.374,,,,,,,,,,,1,6.098909,-72.120909
165.5504,Cl* NGC  104    TUC    1812,Star,00 24 33.79318,-72 03 12.3959,0.028,0.034,90,4.971,-2.279,15.69,,,12.786,12.221,12.18,,,,,1,6.140805,-72.053443
166.1075,Cl* NGC  104    TUC    1441,Star,00 23 54.63372,-72 07 31.7799,0.046,0.026,90,5.448,-2.854,15.33,,,13.206,12.662,12.597,,,,,1,5.977641,-72.125494
166.5718,2MASS J00232926-7204483,RGB*,00 23 29.28228,-72 04 48.2792,0.027,0.026,90,5.406,-2.042,13.92,12.644,,10.322,9.613,9.464,,,,,8,5.872009,-72.080078
166.7001,Cl* NGC  104    TUC    1336,Star,00 23 43.20061,-72 02 41.6283,0.028,0.028,90,4.006,-2.309,13.88,,,10.079,9.359,9.166,,,,,2,5.930003,-72.044897
166.7865,Cl* NGC  104    TUC    1786,Star,00 24 31.04870,-72 02 55.9941,0.089,0.087,90,4.407,-1.939,14.74,,,,,,,,,,2,6.12937,-72.048887
166.9505,Cl* NGC  104    TUC    1905,Star,00 24 40.868,-72 05 25.31,80,60,0,,,14.39,,,11.321,10.703,10.605,,,,,1,6.170283,-72.090364
167.141,Cl* NGC  104    TUC    1837,Star,00 24 35.46,-72 03 20.4,80,60,81,,,,,,13.999,13.441,13.383,,,,,1,6.14775,-72.055667
167.407,[MSH2015] J002346.130-720715.21,Radio,00 23 46.130,-72 07 15.21,,,,,,,,,,,,,,,,1,5.942208,-72.120892
167.801,Cl* NGC  104    FBV       3,Star,00 23 34.006,-72 03 28.38,,,,,,14.14,12.87,,,,,,,,,3,5.891692,-72.057883
168.3102,2MASS J00233385-7203284,RGB*,00 23 33.87333,-72 03 28.4190,0.027,0.022,90,4.72,-2.842,13.922,12.6,,10.223,9.463,9.329,,,,,2,5.891139,-72.057894
168.4174,Cl* NGC  104    TUC    1388,Star,00 23 48.819,-72 07 23.37,,,,,,,,,,,,,,,,1,5.953412,-72.123158
168.5562,Cl* NGC  104    TUC    1238,Star,00 23 34.593,-72 06 24.19,70,60,0,,,14.93,,,12.457,12.02,11.941,,,,,1,5.894137,-72.106719
168.7752,Cl* NGC  104    TUC    1167,Star,00 23 28.928,-72 05 08.18,,,,,,15.27,,,,,,,,,,1,5.870533,-72.085606
168.8002,Cl* NGC  104    FBV      52,Star,00 24 41.59563,-72 04 30.4457,0.027,0.027,90,5.311,-2.86,13.89,12.62,,9.888,9.147,8.991,,,,,4,6.173315,-72.075124
169.2711,Cl* NGC  104    TUC    1915,Star,00 24 42.01619,-72 04 59.2136,0.02,0.017,90,4.95,-1.932,15.01,,,12.529,12.106,12.068,,,,,1,6.175067,-72.083115
169.4251,[MA2000]  6,Radio,00 24 10.28,-72 07 41.1,,,,,,,,,,,,,,,,2,6.042833,-72.128083
169.4551,Cl* NGC  104    TUC    1602,Star,00 24 11.957,-72 02 06.51,120,110,0,,,15.14,,,,12.04,,,,,,2,6.049821,-72.035142
170.6067,OGLE SMC-ECL- 6246,EB*,00 24 23.19,-72 07 22.7,230,230,90,,,,18.005,,,,,,,,,1,6.096625,-72.122972
170.7735,Cl* NGC  104    TUC    1182,Star,00 23 29.892,-72 04 04.69,70,60,0,,,15.62,,,12.96,12.39,12.29,,,,,1,5.87455,-72.067969
171.3811,Cl* NGC  104    TUC    1738,Star,00 24 26.750,-72 02 33.18,70,60,0,,,,,,13.11,12.62,12.56,,,,,1,6.111458,-72.04255
171.4816,2MASS J00233068-7205554,RGB*,00 23 30.71317,-72 05 55.3700,0.023,0.02,90,6.222,-2.193,15.042,14.043,,12.15,11.59,11.48,,,,,3,5.877972,-72.098714
171.4833,Cl* NGC  104    TUC    1919,Star,00 24 42.42626,-72 04 41.4374,0.022,0.02,90,4.819,-2.687,15.44,,,12.491,11.996,11.97,,,,,1,6.176776,-72.078177
171.8527,Cl* NGC  104    TUC    1500,Star,00 24 00.73556,-72 07 43.7264,0.022,0.016,90,5.499,-2.735,15.41,,,12.542,12.012,11.901,,,,,2,6.003065,-72.128813
172.0292,Cl* NGC  104    TUC    1165,Star,00 23 28.577,-72 05 21.34,,,,,,14.55,,,,,,,,,,1,5.869071,-72.089261
172.4783,Cl* NGC  104    TUC    1829,Star,00 24 34.811,-72 06 39.52,70,60,0,,,15.01,,,12.496,12.04,11.977,,,,,1,6.145046,-72.110978
172.7949,Cl* NGC  104    TUC    1505,Star,00 24 01.23447,-72 02 01.4594,0.021,0.015,90,5.289,-2.777,14.75,,,12.58,12.11,12.03,,,,,1,6.005144,-72.033739
173.0465,Cl* NGC  104    TUC    1211,Star,00 23 32.684,-72 06 18.26,70,60,0,,,16.05,,,13.41,12.95,12.9,,,,,1,5.886183,-72.105072
173.9957,Cl* NGC  104    TUC    1882,Star,00 24 39.21426,-72 03 36.8110,0.027,0.024,90,5.591,-2.457,15.31,,,12.54,12.09,12.04,,,,,1,6.163393,-72.060225
174.3789,Cl* NGC  104    TUC    1871,Star,00 24 38.375,-72 06 18.18,70,60,0,,,15.3,,,13.1,12.58,12.45,,,,,1,6.159896,-72.10505
175.317,Cl* NGC  104    TUC    1930,Star,00 24 43.070,-72 05 14.59,,,,,,15.12,,,,,,,,,,1,6.179458,-72.087386
175.3616,Cl* NGC  104    TUC    1931,Star,00 24 43.080,-72 05 14.58,,,,,,15.18,,,,,,,,,,1,6.1795,-72.087383
175.4131,Gaia DR2 4689637956899223168,Candidate_RRLyr,00 23 33.00156,-72 06 25.4038,0.307,0.275,90,6.948,-4.086,,,,,,,,,,,1,5.887506,-72.107057
175.8087,[GLS2013] 47 Tuc  75819,HB*,00 23 57.141,-72 07 44.88,,,,,,,,,,,,,,,,1,5.988087,-72.129133
175.9707,Cl* NGC  104    TUC    1629,Star,00 24 15.821,-72 02 04.00,,,,,,14.13,,,,,,,,,,1,6.065921,-72.034444
176.2025,Cl* NGC  104    FBV      46,Star,00 24 30.82622,-72 07 04.5816,0.034,0.024,90,5.802,-2.504,14.08,12.88,,10.395,9.676,9.549,,,,,1,6.128443,-72.117939
176.3181,Cl* NGC  104    TUC    1854,Star,00 24 36.83551,-72 03 13.4246,0.015,0.015,90,5.327,-1.597,14.65,,,11.32,10.67,10.58,,,,,1,6.153481,-72.053729
176.3775,Cl* NGC  104    TUC    1850,Star,00 24 36.317,-72 06 36.78,,,,,,14.85,,,,,,,,,,1,6.151321,-72.110217
176.423,Cl* NGC  104    TUC    1851,Star,00 24 36.348,-72 06 36.66,,,,,,15.99,,,,,,,,,,1,6.15145,-72.110183
176.6832,2MASS J00233990-7202413,RGB*,00 23 39.92815,-72 02 41.2314,0.019,0.016,90,5.589,-2.802,15.476,14.56,,12.806,12.209,12.144,,,,,4,5.916367,-72.044787
177.3084,2MASS J00233790-7206573,RGB*,00 23 37.901,-72 06 57.34,70,60,0,,,15.296,14.371,,12.568,12.046,11.98,,,,,3,5.907921,-72.115928
177.4339,Cl* NGC  104    TUC    1926,Star,00 24 42.822,-72 05 33.32,,,,,,14.17,,,,,,,,,,1,6.178425,-72.092589
177.4569,Cl* NGC  104    TUC    1416,Star,00 23 51.958,-72 07 39.56,70,70,90,,,,,,14.18,14.03,13.95,,,,,1,5.966492,-72.127656
177.4587,Cl* NGC  104    TUC    1925,Star,00 24 42.821,-72 05 33.45,,,,,,14.04,,,,,,,,,,2,6.178421,-72.092625
177.6507,Cl* NGC  104    TUC    1389,Star,00 23 48.87797,-72 07 33.7885,0.031,0.024,90,5.947,-2.325,13.96,,,10.557,9.92,9.775,,,,,1,5.953658,-72.126052
178.2016,Cl* NGC  104    TUC    1224,Star,00 23 33.95,-72 03 09.7,70,60,0,,,15.19,,,12.722,12.155,12.12,,,,,1,5.891458,-72.052694
178.7989,Cl* NGC  104    TUC    1924,Star,00 24 42.766,-72 04 06.87,,,,,,14.81,,,,,,,,,,1,6.178192,-72.068575
179.3427,Cl* NGC  104    TUC    1139,Star,00 23 26.56451,-72 04 42.9430,0.029,0.024,90,5.612,-3.271,15.15,,,12.49,12.02,11.91,,,,,2,5.860685,-72.078595
179.663,Cl* NGC  104    TUC    1255,Star,00 23 36.30757,-72 02 53.7369,0.018,0.017,90,5.045,-2.256,15.08,,,12.51,12.06,11.94,,,,,1,5.901282,-72.04826
179.6987,Cl* NGC  104    TUC    1617,Star,00 24 14.000,-72 07 48.43,70,60,0,,,14.71,,,12.573,12.12,12.072,,,,,1,6.058333,-72.130119
179.8367,[MSH2015] J002328.608-720353.62,Radio,00 23 28.608,-72 03 53.62,,,,,,,,,,,,,,,,1,5.8692,-72.064894
180.3309,Cl* NGC  104    TUC    1644,Star,00 24 17.446,-72 07 44.71,,,,,,,,,,,,,,,,1,6.072692,-72.129086
180.5419,Cl* NGC  104    TUC    1868,Star,00 24 38.33,-72 03 16.2,70,70,90,,,12.83,,,14.184,13.714,13.722,,,,,1,6.159708,-72.0545
180.7809,Cl* NGC  104    TUC    1906,Star,00 24 40.986,-72 06 08.56,80,60,0,,,,,,14.45,13.92,13.95,,,,,1,6.170775,-72.102378
180.894,2MASS J00240794-7207537,RGB*,00 24 07.948,-72 07 53.70,70,60,0,,,15.484,14.544,,12.76,12.21,12.07,,,,,3,6.033117,-72.131583
180.9556,Cl* NGC  104    TUC    1648,Star,00 24 17.544,-72 07 45.22,,,,,,,,,,,,,,,,1,6.0731,-72.129228
181.1204,2MASS J00235593-7207490,RGB*,00 23 55.94478,-72 07 49.0465,0.023,0.018,90,5.496,-3.15,15.171,14.213,,12.397,11.8,11.72,,,,,3,5.983103,-72.130291
181.2293,Cl* NGC  104    TUC    1133,Star,00 23 26.270,-72 05 10.82,,,,,,15.19,,,,,,,,,,1,5.859458,-72.086339
182.0616,Cl* NGC  104    TUC    1140,Star,00 23 26.66,-72 05 28.8,,,,,,,,,,,,,,,,2,5.861083,-72.091333
182.1555,2MASS J00235503-7201574,RGB*,00 23 55.02734,-72 01 57.4126,0.023,0.013,90,4.408,-2.431,14.537,13.446,,11.388,10.729,10.651,,,,,3,5.979281,-72.032615
182.1819,Cl* NGC  104    TUC    1364,Star,00 23 46.17283,-72 07 32.4764,0.105,0.072,90,3.658,-2.724,15.43,,,12.64,12.1,12.06,,,,,1,5.942387,-72.125688
182.3665,Cl* NGC  104    TUC    1156,Star,00 23 27.471,-72 05 45.24,,,,,,14.87,,,,,,,,,,1,5.864463,-72.0959
182.3879,Cl* NGC  104    TUC    1155,Star,00 23 27.470,-72 05 45.30,,,,,,15.02,,,,,,,,,,1,5.864458,-72.095917
183.1854,Cl* NGC  104    TUC    1515,Star,00 24 01.949,-72 07 55.71,130,120,0,,,17.27,,,15.41,15.19,15.32,,,,,1,6.008121,-72.132142
186.6072,2MASS J00233384-7206505,RGB*,00 23 33.87451,-72 06 50.4488,0.028,0.028,90,5.736,-2.705,14.51,12.852,,10.612,9.892,9.751,,,,,2,5.891144,-72.114014
186.6749,Cl* NGC  104    TUC    1777,Star,00 24 30.357,-72 02 26.54,,,,,,,,,,,,,,,,1,6.126488,-72.040706
186.6757,Cl* NGC  104    TUC    1776,Star,00 24 30.327,-72 02 26.43,,,,,,14.29,,,,,,,,,,1,6.126363,-72.040675
186.7881,Cl* NGC  104    TUC    1384,Star,00 23 48.51989,-72 02 03.3905,0.017,0.014,90,5.164,-2.243,14.89,,,12.54,12.09,12.02,,,,,1,5.952166,-72.034275
187.1068,2MASS J00242775-7202173,RGB*,00 24 27.76199,-72 02 17.3326,0.028,0.023,90,5.628,-1.933,14.5,13.448,,11.374,10.78,10.659,,,,,4,6.115675,-72.038148
187.1594,Cl* NGC  104    TUC    1855,Star,00 24 36.89749,-72 02 55.6979,0.021,0.018,90,5.009,-2.279,15.11,,,12.542,12.05,11.998,,,,,1,6.15374,-72.048805
187.1861,[GLS2013] 47 Tuc  81557,HB*,00 24 43.43763,-72 05 57.9067,0.08,0.078,90,6.097,-2.5,,,,,,,,,,,1,6.18099,-72.099419
187.2076,Cl* NGC  104    TUC    1885,Star,00 24 39.399,-72 06 35.21,,,,,,15,,,,,,,,,,1,6.164163,-72.109781
187.2521,[MMC2016] N104e-11060,Star,00 23 31.33,-72 03 11.4,,,,,,17.893,17.19,,,,,,,,,1,5.880542,-72.053167
187.3488,Cl* NGC  104    FBV       1,Star,00 23 29.337,-72 06 19.80,,,,,,13.49,11.63,,,,,,,,,3,5.872237,-72.1055
187.4767,Cl* NGC  104    TUC    1260,Star,00 23 36.737,-72 02 40.29,70,60,0,,,13.25,,,14,13.54,13.43,,,,,1,5.903071,-72.044525
188.0624,Cl* NGC  104    TUC    1831,Star,00 24 35.127,-72 02 44.91,70,60,0,,,14.11,,,11.51,10.96,10.87,,,,,1,6.146363,-72.045808
188.0828,Cl* NGC  104    TUC    1935,Star,00 24 43.665,-72 05 57.65,,,,,,13.91,,,,,,,,,,1,6.181938,-72.099347
188.145,Cl* NGC  104     LW       2,V*,00 23 29.21,-72 06 20.4,70,60,0,,,,11.9,,8.168,7.243,6.998,,,,,3,5.871708,-72.105667
188.2012,Cl* NGC  104    TUC    1115,Star,00 23 24.686,-72 04 39.80,70,60,0,,,,,,13.4,12.923,12.86,,,,,1,5.852858,-72.077722
188.2214,2MASS J00243851-7203038,AGB*,00 24 38.52308,-72 03 03.8190,0.025,0.026,90,4.627,-1.808,,,,10.96,10.3,10.23,,,,,1,6.160513,-72.051061
188.3828,Cl* NGC  104    TUC    1632,Star,00 24 16.207,-72 01 51.61,,,,,,,,,,,,,,,,1,6.067529,-72.031003
188.5861,Cl* NGC  104    TUC    1198,Star,00 23 31.420,-72 06 38.42,70,60,0,,,,,,14.87,14.48,14.26,,,,,1,5.880917,-72.110672
188.6399,Cl* NGC  104    TUC    1290,Star,00 23 39.083,-72 02 28.81,,,,,,14.01,,,,,,,,,,1,5.912846,-72.041336
188.7575,Cl* NGC  104    TUC    1951,Star,00 24 45.139,-72 04 09.56,,,,,,14.43,,,,,,,,,,1,6.188079,-72.069322
189.4711,Cl* NGC  104    TUC    1128,Star,00 23 25.937,-72 04 00.53,,,,,,,,,,,,,,,,1,5.858071,-72.066814
189.5122,Cl* NGC  104    TUC    1129,Star,00 23 25.960,-72 04 00.02,,,,,,,,,,,,,,,,1,5.858167,-72.066672
189.609,Cl* NGC  104    TUC    1117,Star,00 23 24.981,-72 04 18.42,,,,,,14.89,,,,,,,,,,1,5.854087,-72.071783
